id,location,name,specification,type_name,location_code,inventory_status_code,work_order_name,work_order_item_number,account_code,clli_code,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_sap_stk_id,st_trmnl_id,st_sap_actvy_cd,st_sap_ntwk_id,st_envmt_cd,st_fbr_grnd_pnt_ind,st_rte_pdstl_exch_txt
STRUCTURE_REG16/301921,0101000000949BDADF5A295AC05088F7BEA63B4940,PED:JSPED:C195986,,JOINT STANDARD PED,LOC_C6197269,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/305073,0101000000CC928B27FE285AC0684CCC43FE3A4940,PED:JTPED:C201681,,JOINT SPC TRF PED,LOC_C6202866,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/305106,01010000009836D2088C295AC048C03136BA3B4940,PED:JSPED:C233027,,JOINT STANDARD PED,LOC_C6233757,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 42 ROSEMONT CRES,,,BU,,"R 42 ROSEMONT CRES, REGNSK"
STRUCTURE_REG16/305748,010100000040BFD58BB82A5AC088EFDBB5E93A4940,PED:JSPED:C210334,,JOINT STANDARD PED,LOC_C6211357,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1160 FORT ST,,,BU,,"R 1160 FORT ST, REGNSK"
STRUCTURE_REG16/306075,010100000038051FA10B2B5AC0B80547732B3C4940,PED:JSPED:C207292,,JOINT STANDARD PED,LOC_C6208401,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 142 TRUDELLE CRES,,,BU,,"R 142 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/306674,01010000005C7A8ED7822B5AC02062A7B8673C4940,PED:JSPED:C196770,,JOINT STANDARD PED,LOC_C6198014,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 79 CARTER CRES,,,BU,,"R 79 CARTER CRES, REGNSK"
STRUCTURE_REG16/306679,01010000000C92A5D9732B5AC010DE0353113C4940,PED:JSPED:C196945,,JOINT STANDARD PED,LOC_C6198188,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 186 READ AVE,,,BU,,"R 186 READ AVE, REGNSK"
STRUCTURE_REG16/306685,0101000000D04615C8232B5AC098154255AC3B4940,PED:JSPED:C204236,,JOINT STANDARD PED,LOC_C6205381,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 42 SIBBALD CRES,,,BU,,"R 42 SIBBALD CRES, REGNSK"
STRUCTURE_REG16/306687,0101000000C8FD7BE18F2B5AC00872FC2FDB3B4940,PED:JSPED:C205559,,JOINT STANDARD PED,LOC_C6206683,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 240 MIKKELSON DR,,,BU,,"R 240 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/306700,01010000007C95D7A5212B5AC058AF9CD6103C4940,PED:JSPED:C211298,,JOINT STANDARD PED,LOC_C6212303,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 78 READ AVE,,,BU,,"R 78 READ AVE, REGNSK"
STRUCTURE_REG16/306701,01010000000815F3DEFE2A5AC000489316643A4940,PED:JSPED:C220880,,JOINT STANDARD PED,LOC_C6221815,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1436 CARLTON ST,,,BU,,"R 1436 CARLTON ST, REGNSK"
STRUCTURE_REG16/306743,010100000070530886E12A5AC0307D7A9C043B4940,PED:JSPED:C204987,,JOINT STANDARD PED,LOC_C6206119,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6219 5TH AVE,,,BU,,"R 6219 5TH AVE, REGNSK"
STRUCTURE_REG16/306744,01010000003896DC00CA2B5AC060830AF0583C4940,PED:JSPED:C194657,,JOINT STANDARD PED,LOC_C6195954,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 455 BLACK DR,,,BU,,"R 455 BLACK DR, REGNSK"
STRUCTURE_REG16/306745,010100000068A5CEAB532A5AC080B528284F3C4940,PED:JSPED:C228415,,JOINT STANDARD PED,LOC_C6229244,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 42 FORSYTH CRES,,,BU,,"R 42 FORSYTH CRES, REGNSK"
STRUCTURE_REG16/306788,010100000034D0B87AD22B5AC0B0EA264AE53B4940,PED:JSPED:C197627,,JOINT STANDARD PED,LOC_C6198867,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 621 TOOTHILL ST,,,BU,,"R 621 TOOTHILL ST, REGNSK"
STRUCTURE_REG16/306815,010100000088F87A03BB2B5AC030B970DEC73B4940,PED:SST:C200405,,COMPANY STEEL STAKE,LOC_C6201600,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/306816,0101000000BC9F0D05BB2B5AC050315B40D53B4940,PED:SST:C200166,,COMPANY STEEL STAKE,LOC_C6201384,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
