id,location,name,specification,type_name,location_code,inventory_status_code,work_order_name,work_order_item_number,account_code,clli_code,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_sap_stk_id,st_trmnl_id,st_sap_actvy_cd,st_sap_ntwk_id,st_envmt_cd,st_fbr_grnd_pnt_ind,st_rte_pdstl_exch_txt
STRUCTURE_REG16/326639,010100000090555DFC572B5AC0D0F637C1673C4940,PED:JSPED:C196834,,JOINT STANDARD PED,LOC_C6198080,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6 SHERMAN RD,,,BU,,"R 6 SHERMAN RD, REGNSK"
STRUCTURE_REG16/329781,010100000048A4D9E1B42A5AC08091E12FA83B4940,PED:SST::9048812,,COMPANY STEEL STAKE,LOC_C6199444,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,2016,LENGTH=DEPTH,101057,R 10 MELROSE PLACE,0010,982924,BU,,"R 10 MELROSE PLACE, REGNSK"
STRUCTURE_REG16/330943,0101000000C0E9BD2ECC2B5AC058936D6EB93B4940,PED:JUPED::11242450,,JOINT TRF PED,LOC_10850185,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2020,,,,,,BU,,", REGNSK"
STRUCTURE_REG16/332592,0101000000D0E4BBC4F32B5AC080BC2171353A4940,PED:SST:C566357,,COMPANY STEEL STAKE,LOC_C6557738,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK01,SASKTEL,,,127035,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/332746,0101000000C471EF00002C5AC0885A1546D23A4940,PED:SST:C311523,,COMPANY STEEL STAKE,LOC_DC6311182,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,X R 1212 COURTNEY ST,,,BU,,"X R 1212 COURTNEY ST, REGNSK"
STRUCTURE_REG16/335928,0101000000A8005733A42B5AC028D9A70CB13B4940,PED:SST:C198598,,COMPANY STEEL STAKE,LOC_C6199830,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,R 152 RITTER AVE,,,BU,,"R 152 RITTER AVE, REGNSK"
STRUCTURE_REG16/338331,010100000058D8E5F17A2A5AC040A5FDBB303C4940,PED:SST:C210355,,COMPANY STEEL STAKE,LOC_C6211384,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,100783,UP1200 F 555 CAMPBEL,,,BU,,"UP1200 F 555 CAMPBEL, REGNSK"
STRUCTURE_REG16/339966,0101000000847ED3DFFE2A5AC0086F8B76383B4940,PED:JSPED:C197909,,JOINT STANDARD PED,LOC_C6199144,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 98 KRAUSS ST,,,BU,,"R 98 KRAUSS ST, REGNSK"
STRUCTURE_REG16/340279,010100000030C57C76892A5AC070F71F57F23B4940,PED:JSPED:C211018,,JOINT STANDARD PED,LOC_C6212034,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,no ap in martens,,R 618 CAMPBELL ST,,,BU,,"R 618 CAMPBELL ST, REGNSK"
STRUCTURE_REG16/340367,0101000000C80762ABF42B5AC030A2826A533C4940,PED:JLAPD:C194275,,JOINT LARGE PED,LOC_C6195575,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 426 HANSEN DR,,,BU,,"R 426 HANSEN DR, REGNSK"
STRUCTURE_REG16/341210,0101000000E891CC0B8C295AC028F7423BC63B4940,PED:JSPED:C232970,,JOINT STANDARD PED,LOC_C6233700,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,F 703 FORGET ST,,,BU,,"F 703 FORGET ST, REGNSK"
STRUCTURE_REG16/344823,01010000009016DD63F1295AC08854E68D633C4940,PED:JSPED:C224376,,JOINT STANDARD PED,LOC_C6225254,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 24 NATHAN ST,,,BU,,"R 24 NATHAN ST, REGNSK"
STRUCTURE_REG16/344858,0101000000240CE488BE295AC0F0CD4686533A4940,PED:SST:C214963,,COMPANY STEEL STAKE,LOC_C6215948,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,100791,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/345424,01010000006CD1AEB41F2B5AC0C07C30985B3C4940,PED:JSPED:C207090,,JOINT STANDARD PED,LOC_C6208202,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 199 TRUDELLE CRES,,,BU,,"R 199 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/345425,01010000005462C1A4882A5AC0381F823D353C4940,PED:JSPED:C209737,,JOINT STANDARD PED,LOC_C6210774,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 11 SNEATH CRES,,,BU,,"R 11 SNEATH CRES, REGNSK"
STRUCTURE_REG16/345680,010100000014A03A44A62B5AC0B087E8AA553C4940,PED:JLAPD:C195080,,JOINT LARGE PED,LOC_C6196371,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 194 PAYNTER CRES,,,BU,,"R 194 PAYNTER CRES, REGNSK"
STRUCTURE_REG16/345688,0101000000DC3F0978812B5AC0C0B7C0BDA93B4940,PED:JSPED:C198615,,JOINT STANDARD PED,LOC_C6199846,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 104 RITTER AVE,,,BU,,"R 104 RITTER AVE, REGNSK"
STRUCTURE_REG16/345694,0101000000D4F25E100C2B5AC0E8C69A82D63B4940,PED:JSPED:C204339,,JOINT STANDARD PED,LOC_C6205484,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 3 STRAUB CRES,,,BU,,"R 3 STRAUB CRES, REGNSK"
STRUCTURE_REG16/345708,0101000000D470EA33E22A5AC0280D7324453C4940,PED:JSPED:C207015,,JOINT STANDARD PED,LOC_C6208126,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 79 TRUDELLE CRES,,,BU,,"R 79 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/345709,0101000000A465BD7BF42A5AC0487BAE1C453C4940,PED:JSPED:C207030,,JOINT STANDARD PED,LOC_C6208140,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 111 TRUDELLE CRES,,,BU,,"R 111 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/346347,01010000005058DE92922B5AC0385149DF5C3C4940,PED:JSPED:C197112,,JOINT STANDARD PED,LOC_C6198347,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 179 PAYNTER CRES,,,BU,,"R 179 PAYNTER CRES, REGNSK"
STRUCTURE_REG16/346348,0101000000B4365CFDDB2A5AC0F81B4F99953B4940,PED:JSPED:C198614,,JOINT STANDARD PED,LOC_C6199845,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 65 MIKKELSON DR,,,BU,,"R 65 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/346354,0101000000D473C018EB2A5AC028EBF965733B4940,PED:JSPED:C200630,,JOINT STANDARD PED,LOC_C6201822,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 57 KRAUSS ST,,,BU,,"R 57 KRAUSS ST, REGNSK"
STRUCTURE_REG16/346417,01010000009C31E2EECB2A5AC0205BC19C043B4940,PED:JSPED:C204958,,JOINT STANDARD PED,LOC_C6206094,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6109 5TH AVE,,,BU,,"R 6109 5TH AVE, REGNSK"
STRUCTURE_REG16/346426,0101000000AC88B0CDE52A5AC018FA3D0A073C4940,PED:JTPED:C211470,,JOINT SPC TRF PED,LOC_C6212473,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/346449,0101000000D4B4EBDBD22A5AC000D635BDB83B4940,PED:JTPED:C198063,,JOINT SPC TRF PED,LOC_C6199293,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/346450,0101000000A80F7DA7C42A5AC06812899D043B4940,PED:JSPED:C204957,,JOINT STANDARD PED,LOC_C6206091,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/346462,010100000024D1937E572B5AC0D0C2F4E34D3C4940,PED:JSPED:C197508,,JOINT STANDARD PED,LOC_C6198747,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 39 SHERMAN RD,,,BU,,"R 39 SHERMAN RD, REGNSK"
STRUCTURE_REG16/346478,01010000008404BC67852A5AC078F9FB04113C4940,PED:JSPED:C210860,,JOINT STANDARD PED,LOC_C6211874,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5808 MCKINLEY AVE,,,BU,,"R 5808 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/346495,01010000005C8E6594C32B5AC0102AB4F0583C4940,PED:JSPED:C194652,,JOINT STANDARD PED,LOC_C6195948,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 519 BLACK DR,,,BU,,"R 519 BLACK DR, REGNSK"
STRUCTURE_REG16/346735,0101000000CC3A8842D0285AC04832773C0C3A4940,PED:SST:C265318,,COMPANY STEEL STAKE,LOC_C6265631,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,NO AP IN MARTENS,100783,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/350879,010100000014B3589C47295AC0C0845609913B4940,PED:JUPED::6700317,,JOINT TRF PED,LOC_6639880,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2012,NO AP IN MARTENS,,UNK,0010,963983,BU,,"UNK, REGNSK"
STRUCTURE_REG16/352454,0101000000FCBD5BF3FF2B5AC0F8BF6B23A03A4940,PED:SST:C311394,,COMPANY STEEL STAKE,LOC_DC6311053,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,X R 1304 COURTNEY ST,,,BU,,"X R 1304 COURTNEY ST, REGNSK"
STRUCTURE_REG16/352695,0101000000A499354B3E295AC040246F328A3B4940,PED:JSPED::6700319,,JOINT STANDARD PED,LOC_6639882,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2012,NO AP IN MARTENS,,S 155 DEMARCO POINTE,0010,963983,BU,,"S 155 DEMARCO POINTE, REGNSK"
STRUCTURE_REG16/352762,0101000000744C84DD752C5AC0385423C6FB394940,PED:JSPED::9021045,,JOINT STANDARD PED,LOC_8743634,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,2016,,,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/353591,010100000014E5326B922C5AC0E84092A30A3A4940,PED:SST::9021343,,COMPANY STEEL STAKE,LOC_8744584,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK01,SASKTEL,2016,LENGTH=DEPTH,100791,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/355699,010100000074F1F3E9B52B5AC0485086C1B43B4940,PED:JSPED:C200140,,JOINT STANDARD PED,LOC_C6201359,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 172 RITTER AVE,,,BU,,"R 172 RITTER AVE, REGNSK"
STRUCTURE_REG16/355700,010100000088B52F08BB2B5AC0C07A8825E93B4940,PED:SST:C197524,,COMPANY STEEL STAKE,LOC_C6198764,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/357760,0101000000A41C7C2908295AC0A83466D5513B4940,PED:SST:C203797,,COMPANY STEEL STAKE,LOC_C6204946,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,100783,S 4210 4TH AVE,,,BU,,"S 4210 4TH AVE, REGNSK"
STRUCTURE_REG16/357930,010100000024AB5A86E32A5AC0C80BC396CA3B4940,PED:JSPED:C202754,,JOINT STANDARD PED,LOC_C6203933,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 147 MOLLARD CRES,,,BU,,"R 147 MOLLARD CRES, REGNSK"
STRUCTURE_REG16/357957,0101000000FCFD769ACB2A5AC0582A8851353C4940,PED:JSPED:C209130,,JOINT STANDARD PED,LOC_C6210179,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 58 TRUDELLE CRES,,,BU,,"R 58 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/357958,010100000014E966FBC72A5AC0F8D12C1A3C3C4940,PED:JSPED:C209136,,JOINT STANDARD PED,LOC_C6210185,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 50 TRUDELLE CRES,,,BU,,"R 50 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/358140,010100000000C84877892A5AC02810F4BFF83B4940,PED:SST:C221748,,COMPANY STEEL STAKE,LOC_C6222648,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/359588,0101000000205CB7F7FF2B5AC0588002D1CE3A4940,PED:JSPED:C197897,,JOINT STANDARD PED,LOC_C6199135,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1214 COURTNEY ST,,,BU,,"R 1214 COURTNEY ST, REGNSK"
STRUCTURE_REG16/360802,01010000009C16DA3E862B5AC020DA104E113C4940,PED:JSPED:C196927,,JOINT STANDARD PED,LOC_C6198171,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 210 READ AVE,,,BU,,"R 210 READ AVE, REGNSK"
STRUCTURE_REG16/360812,0101000000EC59934BBC2B5AC05865403F113C4940,PED:JSPED:C196889,,JOINT STANDARD PED,LOC_C6198136,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 266 READ AVE,,,BU,,"R 266 READ AVE, REGNSK"
STRUCTURE_REG16/360813,0101000000DCE1E505922B5AC0D809C74A113C4940,PED:JSPED:C196913,,JOINT STANDARD PED,LOC_C6198161,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 226 READ AVE,,,BU,,"R 226 READ AVE, REGNSK"
STRUCTURE_REG16/361248,01010000001C8DF76E892A5AC030255F64DD3B4940,PED:SST::8900019,,COMPANY STEEL STAKE,LOC_C6197504,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,2016,,127035,R 642 CAMPBELL ST,0010,982924,BU,,"R 642 CAMPBELL ST, REGNSK"
STRUCTURE_REG16/362081,010100000078474BED1E295AC0A8F4CA64D4394940,PED:SST:C223396,,COMPANY STEEL STAKE,LOC_C6224290,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/363323,010100000090776264962A5AC0C8F16A23183A4940,PED:SST:C220578,,COMPANY STEEL STAKE,LOC_C6221521,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,100791,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/363880,0101000000F8304077292B5AC090DAE1D5103C4940,PED:JSPED:C211288,,JOINT STANDARD PED,LOC_C6212293,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 82 READ AVE,,,BU,,"R 82 READ AVE, REGNSK"
STRUCTURE_REG16/364368,010100000000DCF6B4B8295AC01017D2B1283A4940,PED:SST:C291298,,COMPANY STEEL STAKE,LOC_C6291238,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/365105,010100000074C2A9E16B2B5AC0A0614DAC663C4940,PED:JSPED:C197426,,JOINT STANDARD PED,LOC_C6198668,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 55 CARTER CRES,,,BU,,"R 55 CARTER CRES, REGNSK"
STRUCTURE_REG16/365313,0101000000E402BAD6CE2B5AC0C0725DFBB93B4940,PED:JSPED:C200558,,JOINT STANDARD PED,LOC_C6201747,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 200 RITTER AVE,,,BU,,"R 200 RITTER AVE, REGNSK"
STRUCTURE_REG16/365955,01010000006CEEA864522B5AC0F06FC85A113C4940,PED:JSPED:C196695,,JOINT STANDARD PED,LOC_C6197940,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 146 READ AVE,,,BU,,"R 146 READ AVE, REGNSK"
STRUCTURE_REG16/365957,0101000000FCF30BE17E2B5AC040B91C05413C4940,PED:JSPED:C197355,,JOINT STANDARD PED,LOC_C6198600,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 126 CARTER CRES,,,BU,,"R 126 CARTER CRES, REGNSK"
STRUCTURE_REG16/365958,01010000003C06E730182B5AC018F0ACF6533B4940,PED:JSPED:C197854,,JOINT STANDARD PED,LOC_C6199096,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 956 MCCARTHY BLVD,,,BU,,"R 956 MCCARTHY BLVD, REGNSK"
STRUCTURE_REG16/366020,010100000008BA396C8D2A5AC0C88BE902113C4940,PED:JSPED:C210866,,JOINT STANDARD PED,LOC_C6211878,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5816 MCKINLEY AVE,,,BU,,"R 5816 MCKINLEY AVE, REGNSK"
STRUCTURE_REG16/366021,0101000000980FBCE5802B5AC0B8E0D6C1673C4940,PED:SST:C196789,,COMPANY STEEL STAKE,LOC_C6198034,PDR,REGN980008-0010,14905214,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,100783,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/366055,010100000020268F445B2A5AC0B8D64C68593A4940,PED:JSPED:C214470,,JOINT STANDARD PED,LOC_C6215455,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/366057,0101000000F033630ED82A5AC0E8180883E43B4940,PED:JSPED:C202770,,JOINT STANDARD PED,LOC_C6203949,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/366063,0101000000E4666BBC952B5AC0180A7299983A4940,PED:JSPED:C218937,,JOINT STANDARD PED,LOC_C6219896,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 7102 8TH AVE,,,BU,,"R 7102 8TH AVE, REGNSK"
STRUCTURE_REG16/366069,0101000000F05192EAE52B5AC0E89705A3EA3B4940,PED:JSPED:C196817,,JOINT STANDARD PED,LOC_C6198063,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 614 TOOTHILL ST,,,BU,,"R 614 TOOTHILL ST, REGNSK"
STRUCTURE_REG16/366092,0101000000E4380197312B5AC068ABD90AE73A4940,PED:SST:C198282,,COMPANY STEEL STAKE,LOC_C6199513,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/366099,010100000080E4EE8AB82A5AC0D8276D35E13A4940,PED:JSPED:C210464,,JOINT STANDARD PED,LOC_C6211487,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 6112 BRUNSKILL PL,,,BU,,"R 6112 BRUNSKILL PL, REGNSK"
STRUCTURE_REG16/367446,0101000000C84D44277A2C5AC0B0F7D7CFFB394940,PED:JSPED::9021044,,JOINT STANDARD PED,LOC_8743633,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,2016,,,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/369210,0101000000D865550AD52A5AC0008C4377B53B4940,PED:SST::9048205,,COMPANY STEEL STAKE,LOC_C6199269,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,2016,LENGTH=DEPTH,101057,UNK,0010,982924,BU,,"UNK, REGNSK"
STRUCTURE_REG16/370474,0101000000503A9361552B5AC0C8A36DCC103C4940,PED:JUPED::11242445,,JOINT TRF PED,LOC_10850183,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2020,,,,,,BU,,", REGNSK"
STRUCTURE_REG16/370624,01010000005CF52409922C5AC0B86FCBA00A3A4940,PED:JUPED::9021341,,JOINT TRF PED,LOC_8744584,IPL,,0,,REGNSK,,REGNSK01,SASKPOWER,2016,,,UNK,0010,983509,BU,,"UNK, REGNSK"
STRUCTURE_REG16/372131,01010000008CFC47FA022A5AC0701540754F3C4940,PED:SST::8866166,,COMPANY STEEL STAKE,LOC_C6231293,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2015,,127035,UNK,0010,983635,BU,,"UNK, REGNSK"
STRUCTURE_REG16/373239,0101000000F8419FC0E22A5AC020B0FE7E9A3B4940,PED:SST::8887212,,COMPANY STEEL STAKE,LOC_C6201519,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,2016,LENGTH=DEPTH,100791,R 69 MIKKELSON DR,0010,982924,BU,,"R 69 MIKKELSON DR, REGNSK"
STRUCTURE_REG16/373318,010100000094F019C3BB2B5AC07072E577503C4940,PED:SST::8641455,,COMPANY STEEL STAKE,LOC_C6195872,IPL,,0,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2015,LENGTH=DEPTH,100791,UNK,0010,980010,BU,,"UNK, REGNSK"
STRUCTURE_REG16/373834,0101000000607B4EF6862B5AC0701D71A2BF3B4940,PED:JSPED::11500059,,JOINT STANDARD PED,LOC_11025238,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,2021,,,,,,BU,,", REGNSK"
STRUCTURE_REG16/375369,010100000060434BDF4A2B5AC0A8F99F73EC3B4940,PED:JSPED:C208874,,JOINT STANDARD PED,LOC_C6209928,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/376981,01010000000CBDE8D2CF295AC008BD8FF4003A4940,PED:SST:C201447,,COMPANY STEEL STAKE,LOC_C6202652,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK01,SASKTEL,,no ap martens,100783,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/379300,01010000006C2AF2EEFF2B5AC0D8203A41713A4940,PED:JSPED:C221851,,JOINT STANDARD PED,LOC_C6222747,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1330 COURTNEY ST,,,BU,,"R 1330 COURTNEY ST, REGNSK"
STRUCTURE_REG16/379907,010100000054C1148A192B5AC0280D3DE82D3B4940,PED:SST:C198279,,COMPANY STEEL STAKE,LOC_C6199509,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,A 1109 MCCARTHY BLVD,,,BU,,"A 1109 MCCARTHY BLVD, REGNSK"
STRUCTURE_REG16/381142,01010000003485E4505E2B5AC090C9B433D53B4940,PED:JSPED:C199736,,JOINT STANDARD PED,LOC_C6200956,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 660 SNEDDON ST,,,BU,,"R 660 SNEDDON ST, REGNSK"
STRUCTURE_REG16/382471,01010000005CFA5FFA732B5AC070B9BFBCB83B4940,PED:SST::11500693,,COMPANY STEEL STAKE,LOC_C6204651,PDA,REGN106535-0010,23229696,LACC_ATRENCH_F,REGNSK,,REGNSK04,SASKTEL,2021,LENGTH=DEPTH,101057,,0010,106535,BU,,", REGNSK"
STRUCTURE_REG16/383751,0101000000BC1CDEC2C62B5AC0E819169EF53B4940,PED:JSPED:C196849,,JOINT STANDARD PED,LOC_C6198100,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,NO AP IN MARTENS,,R 275 READ AVE,,,BU,,"R 275 READ AVE, REGNSK"
STRUCTURE_REG16/384651,0101000000F0CCEC6FA02A5AC0A056BEF2D63A4940,PED:JSPED:C202837,,JOINT STANDARD PED,LOC_C6204012,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 5906 MALLARD WAY,,,BU,,"R 5906 MALLARD WAY, REGNSK"
STRUCTURE_REG16/384966,010100000028C1CBD4902B5AC0404AE11E243C4940,PED:JSPED:C197009,,JOINT STANDARD PED,LOC_C6198245,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 446 FULTON DR,,,BU,,"R 446 FULTON DR, REGNSK"
STRUCTURE_REG16/384967,0101000000D4CA9BFBFF2B5AC0F034F15FF73A4940,PED:JSPED:C197882,,JOINT STANDARD PED,LOC_C6199117,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 1118 COURTNEY ST,,,BU,,"R 1118 COURTNEY ST, REGNSK"
STRUCTURE_REG16/384978,01010000006C76D17BD62A5AC080598617883B4940,PED:JSPED:C198630,,JOINT STANDARD PED,LOC_C6199863,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 8 LYONS ST,,,BU,,"R 8 LYONS ST, REGNSK"
STRUCTURE_REG16/384994,010100000024F46076222B5AC0C02ABA6F613C4940,PED:JSPED:C207094,,JOINT STANDARD PED,LOC_C6208207,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 207 TRUDELLE CRES,,,BU,,"R 207 TRUDELLE CRES, REGNSK"
STRUCTURE_REG16/385004,01010000005C6A6571082B5AC060FBB4EAF03B4940,PED:JSPED:C208922,,JOINT STANDARD PED,LOC_C6209976,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 53 READ AVE,,,BU,,"R 53 READ AVE, REGNSK"
STRUCTURE_REG16/385620,0101000000E0339F94452B5AC02092D65C113C4940,PED:JSPED:C196711,,JOINT STANDARD PED,LOC_C6197955,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 130 READ AVE,,,BU,,"R 130 READ AVE, REGNSK"
STRUCTURE_REG16/385629,010100000034EA38B6722B5AC0E8593F26E73B4940,PED:JSPED:C201078,,JOINT STANDARD PED,LOC_C6202269,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 626 SWEENEY ST,,,BU,,"R 626 SWEENEY ST, REGNSK"
STRUCTURE_REG16/385643,0101000000DCFDEF5D2A2A5AC098169FB6513C4940,PED:JSPED:C224288,,JOINT STANDARD PED,LOC_C6225169,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 63 OSBORNE CRES,,,BU,,"R 63 OSBORNE CRES, REGNSK"
STRUCTURE_REG16/385645,0101000000647D2AA4452B5AC030F1F3BEF53B4940,PED:SST:C208852,,COMPANY STEEL STAKE,LOC_C6209908,IPL,,0,LACC_ATRENCH_C,REGNSK,,REGNSK04,SASKTEL,,LENGTH=DEPTH,101057,R 129 READ AVE,,,BU,,"R 129 READ AVE, REGNSK"
STRUCTURE_REG16/385677,0101000000147D7F2F372B5AC0901B6507593C4940,PED:JTPED:C207420,,JOINT SPC TRF PED,LOC_C6208517,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,UNK,,,BU,,"UNK, REGNSK"
STRUCTURE_REG16/385719,0101000000CC51C646002C5AC0D0C4A310653C4940,PED:JSPED:C194272,,JOINT STANDARD PED,LOC_C6195573,IPL,,0,,REGNSK,,REGNSK04,SASKPOWER,,,,R 406 HANSEN DR,,,BU,,"R 406 HANSEN DR, REGNSK"
