id,location,name,specification,type_name,inventory_status_code,work_order_name,account_code,clli_code,st_clli_cd,st_co_id,st_ownr_co_nm,st_vntge_yr,st_rmks,st_sap_actvy_cd,st_sap_ntwk_id,average_floor_height,starting_floor,ending_floor,ground_floor_number
STRUCTURE_REG16/542362,0101000000708565D6CC295AC0F0B74EDA163B4940,BUILD:BUS:C232377,,BUS,IPL,,,REGNSK,REGNSK1L110,REGNSK04,SASKTEL,,,,,12.0,0,1,1
STRUCTURE_REG16/542835,01010000004C406E1AF6285AC0A8C7878A053B4940,BUILD:BUS:C201800,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/544563,0101000000C092BF3CE32A5AC0300D8B0A023C4940,BUILD:BUS:C211418,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/545625,0101000000E4C755E8C0295AC09835EDD9283A4940,BUILD:BUS::12695242,,BUS,IPL,,,REGNSK,REGNSK1L867,REGNSK01,,2023,,,,,,,
STRUCTURE_REG16/551447,01010000001893AC6047295AC0005195FB8C3B4940,BUILD:MDU::6703195,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2013,,0010,963983,,,,
STRUCTURE_REG16/551456,01010000000437911A4C295AC0B00AEAB49E3B4940,BUILD:MDU::6701292,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2013,,0010,963983,,,,
STRUCTURE_REG16/551466,01010000006C0EDC23E9295AC07081E06B743B4940,BUILD:MDU::10575306,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/556222,01010000006C2B040C872A5AC060F59313E8394940,BUILD:BUS:C218468,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IHN MARTENS,,,,,,
STRUCTURE_REG16/556223,0101000000A004A785852A5AC040E9C971F1394940,BUILD:BUS:C218487,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/558316,0101000000E47AED2FC12A5AC0F8FD174C1F3A4940,BUILD:SEB:C220918,,SEB,IPL,,,REGNSK,REGNSK1L886,REGNSK01,SASKTEL,,PWC LMS 20-12; Previous demarc CLLI REGNSK1N010,,,3.7,0,1,1
STRUCTURE_REG16/559579,010100000048B84B73EF295AC0486E8162363A4940,BUILD:BUS:C260538,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/561468,0101000000001EE34D88295AC038774574383B4940,BUILD:MDU::13093693,,MDU,IPL,REGN114701,,REGNSK,REGNSK1L947,REGNSK04,SASKTEL,2023,,0010,114701,,,,
STRUCTURE_REG16/562941,01010000008CD4016476295AC0A0A9561AC93B4940,BUILD:BUS:C195780,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/563014,01010000000C4F42F876295AC0F8A7E1E9C23B4940,BUILD:BUS:C196299,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/568959,0101000000C09619943B295AC048183E43F4394940,BUILD:BUS:C218211,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/571144,0101000000380CF5DAFD285AC010346736353B4940,BUILD:BUS:C198824,,BUS,IPL,,,REGNSK1L693,REGNSK1L693,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/571475,010100000040972913E2295AC01839C412EB3A4940,BUILD:MDU::10749995,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2020,,0010,101279,,,,
STRUCTURE_REG16/571754,010100000030DBD6953D2A5AC0F00CA75A383A4940,BUILD:MDU::9435722,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2017,,0000,801713,10.0,0,1,1
STRUCTURE_REG16/576191,01010000009C21334F422A5AC0C822BCC6B9394940,BUILD:BUS:C255075,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/578859,0101000000807483319A295AC09008604C383B4940,BUILD:MDU::10748091,,MDU,PDA,REGN101301-0010,,REGNSK,,REGNSK04,SASKTEL,2019,,0010,101301,,,,
STRUCTURE_REG16/579819,0101000000700BCFDE68295AC0A8FD784AAF3B4940,BUILD:MDU::13089830,,MDU,IPL,REGN114606,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114606,,,,
STRUCTURE_REG16/581092,01010000001850D92A8D2B5AC0F01FB53DC53B4940,BUILD:MDU::11500405,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/581093,01010000008C43C785982B5AC030C14B0BBF3B4940,BUILD:MDU::11500403,,MDU,PDA,REGN106535-0010,,REGNSK,,REGNSK04,SASKTEL,2021,,0010,106535,,,,
STRUCTURE_REG16/581246,01010000002C58BCEED3295AC0600F57B5813B4940,BUILD:MDU::10746139,,MDU,PDA,REGN101263-0010,,REGNSK,,REGNSK04,SASKTEL,2019,,0010,101263,,,,
STRUCTURE_REG16/586342,0101000000A8B0491939295AC0C8F2783E693B4940,BUILD:BUS::12018444,,BUS,IPL,,,REGNSK,,REGNSK04,,2022,,0000,816985,,,,
STRUCTURE_REG16/588834,01010000006825142598295AC0A85A65223C3A4940,BUILD:BUS:C248357,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/591103,010100000084C93D25D3295AC098753100663B4940,BUILD:MDU::7312525,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2013,,0010,966715,,,,
STRUCTURE_REG16/592434,01010000000005C0736D2A5AC030B342DDBC3A4940,BUILD:BUS::8081116,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/595732,010100000050A6E5C829295AC0E041A9E6473A4940,BUILD:BUS:C199404,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/595856,010100000030FA4D38862A5AC030983976F3394940,BUILD:BUS:C218479,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,NOT IN MARTENS,,,,,,
STRUCTURE_REG16/595965,01010000000897239EEB2A5AC0D0E6B4EB013C4940,BUILD:BUS:C211410,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,NO AP IN MARTENS,,,,,,
STRUCTURE_REG16/595999,0101000000146B328FAE2A5AC0A887FCFB583C4940,BUILD:BUS:C209690,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/597696,01010000009CD10A970B295AC088B1811E313A4940,BUILD:BUS:C203744,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/597726,01010000007C7DA222562A5AC0681322AB9E3A4940,BUILD:BUS:C224729,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/598050,01010000003CF92E8440295AC0382A13F8EF3A4940,BUILD:BUS::12723082,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,2023,,0000,820757,,,,
STRUCTURE_REG16/598703,0101000000149EC5C2582C5AC038F52D52EC394940,BUILD:MDU::12656527,,MDU,IPL,,,REGNSK,,REGNSK01,,2023,,0000,820130,,,,
STRUCTURE_REG16/599562,0101000000B4F8819C71295AC02830BAE2C03B4940,BUILD:MDU::13089825,,MDU,IPL,REGN114606,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114606,,,,
STRUCTURE_REG16/600674,0101000000DC742E39EC285AC058A26E659E3A4940,BUILD:BUS:C201827,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/601018,010100000028D0E5D572295AC0D0495FDD383B4940,BUILD:MDU::13093691,,MDU,IPL,REGN114701,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,114701,,,,
STRUCTURE_REG16/602510,01010000001CC3B1CE7B295AC098F59586A83B4940,BUILD:BUS:C237586,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/602544,01010000007C63167417295AC0605E674D303A4940,BUILD:BUS:C203862,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/611136,0101000000906C69C6462A5AC0B03C7285A63A4940,BUILD:MDU::8073115,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2014,,0010,974523,,,,
STRUCTURE_REG16/611441,0101000000587CD78EEC295AC0F87885FEBC3A4940,BUILD:MDU::10542284,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/618108,010100000064C0811224295AC0E8EE04DF5A3C4940,BUILD:MDU::12593164,,MDU,PDA,REGNSK112103-0010,,REGNSK,,REGNSK04,SASKTEL,2023,,0010,112103,,,,
STRUCTURE_REG16/620454,010100000054CB268B3E295AC08086A5BE023A4940,BUILD:BUS:C218198,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/620797,010100000010998E40E9295AC0B82D17B2793B4940,BUILD:BUS:C229641,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/621148,0101000000689287D4E0295AC0183E79CA7D3B4940,BUILD:MDU::10746140,,MDU,PDA,REGN101263-0010,,REGNSK,,REGNSK04,SASKTEL,2019,,0010,101263,,,,
STRUCTURE_REG16/621856,0101000000D47CC0FC08295AC038B7EB0D4D3A4940,BUILD:BUS:C199308,,BUS,IPL,,,REGNSK,REGNSK1K034,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/622677,010100000034566FC8F7285AC04088308D053B4940,BUILD:BUS:C201763,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/623157,010100000068378DFC00295AC0B0E9024A023B4940,BUILD:BUS:C201687,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/624353,01010000003433656D142B5AC0D003090B603A4940,BUILD:BUS:C223426,,BUS,IPL,,,REGNSK,,REGNSK04,SASKTEL,,,,,,,,
STRUCTURE_REG16/628542,010100000074EA2722D7295AC008DB56EDF9394940,BUILD:BUS:C201433,,BUS,IPL,,,REGNSK,,REGNSK01,SASKTEL,,,,,,,,
STRUCTURE_REG16/631349,0101000000101935E33D295AC0D02229F68B3B4940,BUILD:MDU::6703201,,MDU,IPL,,,REGNSK,,REGNSK04,SASKTEL,2013,,0010,963983,,,,
STRUCTURE_REG16/632535,0101000000AC45F9EC1A295AC0300AFB43213A4940,BUILD:BUS::8380062,,BUS,IPL,,,REGNSK,REGNSK1L277,REGNSK01,SASKTEL,2015,,0010,979919,,,,
