id,path,in_structure,out_structure,name,specification,type_name,inventory_status_code,work_order_name,st_std_desc,measured_length,st_ownr_co_nm,st_eas_rmks,st_co_id,st_rmks,st_vntge_yr,sap_pm_order,create_user,created_at,update_user,updated_at
oh_route/10125,010200000002000000B8CFB5252EEC5AC0A071C5587524494044FBCE182EEC5AC0402CBAB37E244940,pole/54219,pole/52673,OSP:MESS:C650649,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/441703,010200000002000000D4227B1A96F35AC0B87501135E2449407C06DB5596F35AC02888A3E066244940,pole/53571,pole/54262,OSP:MESS:C654869,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/622563,0102000000020000008CD8EC1D15F35AC0A8C4A331F32449403099FEE014F35AC0D0B6C763EA244940,pole/52377,pole/53999,OSP:MESS:C641647,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/414857,0102000000020000001C0CDA83E7F25AC0405F52A0C2244940DCE890BFE7F25AC01085DE6ECB244940,pole/52833,pole/53345,OSP:MESS:C644282,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/155496,010200000002000000F0771A29EEF25AC02824243521234940CC51842AEEF25AC0C841F6052A234940,pole/53293,pole/53721,OSP:MESS:C651911,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/605880,010200000002000000CC51842AEEF25AC0C841F6052A23494048BB642BEEF25AC0E87480CA32234940,pole/53721,pole/53626,OSP:MESS:C651912,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/487262,0102000000020000009823C1DA2CF35AC0A860A7072E254940A0C9C3172DF35AC0F00198D736254940,pole/53589,pole/53324,OSP:MESS:C641150,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/186088,010200000002000000BC0112BF55F35AC02812575E8A244940F401E8FA55F35AC040AABB2E93244940,pole/53564,pole/53509,OSP:MESS:C653608,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/551768,010200000002000000205FC385FCF25AC088CD8707972449406875FAC0FCF25AC0E86DFBD79F244940,pole/53561,pole/53584,OSP:MESS:C650717,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/260314,010200000002000000F499BAF829F25AC0C8A1DB3EB0244940F89A781623F25AC030FC5842B0244940,pole/53076,pole/54018,OSP:MESS::8092618,MESSENGER,MESSENGER,IPL,,Aerial Copper,29.94636872,CITY OF SWIFT CURRENT,,SWCRSK02,,,0,,,RAVAG1,2025-07-04T03:47:08
oh_route/113888,01020000000200000038F229C83BF25AC0D0AF4B99C32449401C75B5C13BF25AC0F0590AC7BA244940,pole/53456,pole/52277,OSP:MESS:C645434,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/482014,01020000000200000004171B885FF15AC078F3D5740E254940F0B58AA558F15AC0283B3C720E254940,pole/53683,pole/52238,OSP:MESS:C637248,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/502383,01020000000200000024B44A8890F25AC008A22DD5EF2249409C7ACA8890F25AC080D35302E7224940,pole/53688,pole/53393,OSP:MESS:C654246,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/222932,010200000002000000FCDFB5A493F15AC0584FA47047254940007074148EF15AC000555BA54C254940,pole/52899,pole/53874,OSP:MESS:C636773,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/391531,010200000002000000943B9BA4E5F25AC0B099B7157B24494064E9C3E0E5F25AC0B8947E2584244940,pole/53582,pole/54228,OSP:MESS:C650059,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/746821,01020000000200000094AC5DEFEBF15AC0F0C343B01B254940AC621763E5F15AC0C87583701E254940,pole/53134,pole/54010,OSP:MESS:C636952,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/403656,010200000002000000CC0EAE3CC5F15AC0A00B1A021925494008B75ECECAF15AC09850EACD13254940,pole/53137,pole/53382,OSP:MESS:C639157,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/369992,0102000000020000004860A08FE5F25AC028E062A877244940385C9759E5F25AC0283985D46E244940,pole/53538,pole/52603,OSP:MESS::8091659,MESSENGER,MESSENGER,IPL,,Aerial Copper,29.98301539,SASKTEL,,SWCRSK02,,2014,0,,,RAVAG1,2024-12-02T22:08:40
oh_route/30493,01020000000200000028C7A88E1CF25AC008720B5B082449408CCE26AB15F25AC0A87628A508244940,pole/53214,pole/54020,OSP:MESS:C655917,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/260443,01020000000200000014E8FCDCBCF25AC0D057660A502349401835BCDFBCF25AC04036A13447234940,pole/52717,pole/54575,OSP:MESS:C660293,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/255172,01020000000200000080B2511F06F25AC0084E12F21126494034B06E1F06F25AC068664BC81A264940,pole/52954,pole/54130,OSP:MESS:C647506,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/9423,010200000002000000E46B998355F35AC0088F2C8981244940BC0112BF55F35AC02812575E8A244940,pole/53761,pole/53564,OSP:MESS:C653606,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,WILLJ2,2018-02-07T10:17:50
oh_route/261219,0102000000020000001460B0FF00F25AC0B8C7748309244940F860191BFAF15AC098A68FCD09244940,pole/54165,pole/53105,OSP:MESS:C655921,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/494747,0102000000020000007C2D72F936F35AC0C03AEAFC5C234940500B64F736F35AC0106BE92554234940,pole/52523,pole/53712,OSP:MESS:C656243,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/553611,0102000000020000008CCE26AB15F25AC0A87628A508244940D48A34C60EF25AC0083850EF08244940,pole/54020,pole/53179,OSP:MESS:C655918,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/163736,01020000000200000084AD7D5A15F35AC030F2C007FC2449408CD8EC1D15F35AC0A8C4A331F3244940,pole/52552,pole/52377,OSP:MESS:C641649,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/259685,010200000002000000B09D249A16F35AC0D0B6F39A2A2549406C4144D716F35AC020A11B7133254940,pole/53404,pole/53121,OSP:MESS:C641657,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/742427,0102000000020000006C4144D716F35AC020A11B7133254940646D481317F35AC0E8B48E473C254940,pole/53121,pole/54212,OSP:MESS:C641658,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/345572,01020000000200000034C5853119EC5AC00005C851322449404492AE0619EC5AC0D8F504293B244940,pole/54132,pole/53830,OSP:MESS:C650614,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/512450,01020000000200000038F7AAD765F25AC0086DAD5A922549408CD924025FF25AC008EA9AB794254940,pole/52459,pole/54354,OSP:MESS:C646352,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/740623,010200000002000000A4081209B6F45AC0E819FD0015254940181A42DAAEF45AC0C822B50C15254940,pole/52894,pole/54533,OSP:MESS:C653406,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ROOKP2,2023-02-14T16:11:14
oh_route/624970,0102000000020000008402E30499F35AC070E941A9CC244940C0A5194199F35AC0B0325880D5244940,pole/52378,pole/52977,OSP:MESS:C639940,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/781065,0102000000020000004CFBE547E7F25AC0D85DF7C8B92449401C0CDA83E7F25AC0405F52A0C2244940,pole/53546,pole/52833,OSP:MESS:C644279,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/621487,01020000000200000050B512F7EEF35AC008227DC0672449404C10E2BBEEF35AC0988919E95E244940,pole/52774,pole/54278,OSP:MESS:C652593,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/25672,010200000002000000F016D8FBFEF25AC080C2851BF4244940341C45BFFEF25AC03011F543EB244940,pole/53466,pole/54106,OSP:MESS:C642200,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/72523,01020000000200000018C708DB41F15AC01057192318254940E0CE2EDA41F15AC098B568FC20254940,pole/54498,pole/52488,OSP:MESS:C637263,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/233628,010200000002000000D81619A882F35AC070CB4BC1C424494090C5BEE382F35AC0E0C1209ACD244940,pole/52446,pole/53510,OSP:MESS:C640359,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/208642,010200000002000000A0BE4EB201F35AC0E0EB5C9F59254940A8AE9AEC01F35AC098EA407862254940,pole/52519,pole/52648,OSP:MESS:C642229,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/396927,010200000002000000FC2D8530ACF15AC0F0B27B39C624494064A25638ACF15AC08091F513CF244940,pole/52401,pole/53419,OSP:MESS:C637097,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/187795,010200000002000000DC30581118F35AC0505E65B9612549405C83864A18F35AC0A079BF926A254940,pole/52804,pole/54181,OSP:MESS:C641667,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/654994,0102000000020000000844D50314F35AC040748CC1C92449406CBC5A3F14F35AC0806D2D9BD2244940,pole/52630,pole/53883,OSP:MESS:C641638,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/241446,010200000002000000B02C28A4E6F25AC0B832CA68A1244940A80613DFE6F25AC0E0216243AA244940,pole/52225,pole/52599,OSP:MESS:C650066,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/169431,01020000000200000094C98F491DF45AC09026BE17B5244940DC8E7F851DF45AC088AF2AF3BD244940,pole/52530,pole/54145,OSP:MESS:C637364,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/653351,010200000002000000BCD7DB29C7F35AC0E054AFEBEF2449409810B565C7F35AC078919AC7F8244940,pole/53888,pole/53018,OSP:MESS:C636850,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/443967,0102000000020000007CB9564807F45AC0A096937BBA244940E4C2B88307F45AC06874E558C3244940,pole/54371,pole/54093,OSP:MESS:C638898,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/4795,010200000002000000D48A34C60EF25AC0083850EF08244940C0985CDB07F25AC0E08BBA3909244940,pole/53179,pole/53422,OSP:MESS:C655919,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,JOSHH1,2017-09-13T15:19:25
oh_route/244152,010200000002000000F80A8BB7B9F15AC05047E397942449401C0463CBB2F15AC0189A249694244940,pole/52868,pole/53236,OSP:MESS:C658365,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/550705,010200000006000000B404B51F16F35AC03838D9BF1825494088A51D3E16F35AC0A8ECD5E318254940B469BA3E16F35AC080ABAFFA182549402C139B4816F35AC000EBB96B1A2549404869FB2C16F35AC0105B9BAF1A2549407C84CC5B16F35AC0F8FAD98321254940,pole/52591,pole/54143,OSP:MESS:C641723,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/124321,0102000000020000000CE2192030F35AC040A143F2AB23494008D0140C37F35AC048C158EEAB234940,pole/52542,pole/53539,OSP:MESS:C643501,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/465016,0102000000050000009C08D3112FEC5AC030916E65382449404CBB6A2E2FEC5AC0B09BCC913824494044065B1A2FEC5AC0589942B73C24494090581DFC2EEC5AC0E867E8E13C24494094CA20E62EEC5AC0A08D306D41244940,pole/53878,pole/52925,OSP:MESS:C650634,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/599331,010200000002000000D8D7DDE37CF15AC0A0FB32B8B02549406070818F77F15AC088A6F063B6254940,pole/53260,pole/52450,OSP:MESS:C636555,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/422783,010200000002000000E8C8B4DD34EC5AC0C8A429E97E244940FC804EDB3BEC5AC0007F53207F244940,pole/52492,pole/52517,OSP:MESS:C650652,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/310479,010200000002000000400E705F2CF35AC000C4C50D1C25494050454F9C2CF35AC0C8C6F1ED24254940,pole/53442,pole/53392,OSP:MESS:C641146,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/637010,010200000002000000AC2F2B7753F35AC0786CCCA43324494028D6FE3B53F35AC09030B4C32A244940,pole/54477,pole/53969,OSP:MESS:C653502,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,HUNTG1,2024-02-27T13:51:41
oh_route/145286,0102000000020000003478A1B11DF35AC0C8D67EC8A1234940F82A63BD1DF35AC0C8EC2AE698234940,pole/52587,pole/54047,OSP:MESS::8097104,MESSENGER,MESSENGER,IPL,,Aerial Copper,30.16129182,SASKTEL,,SWCRSK02,,,0,,,ENAGV1,2024-11-19T03:23:43
oh_route/291578,01020000000200000074E192D9BCF25AC0406CBD07B1234940C412C4E3BCF25AC0900181EAB9234940,pole/52853,pole/53833,OSP:MESS:C657178,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/390816,010200000003000000A031DE7FF9F15AC068AC4329722449403C2A4C7FF9F15AC0D056DFDF7124494078D5FB74F9F15AC0C0E05F4669244940,pole/52581,pole/53925,OSP:MESS:C706757,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/145856,010200000002000000C01896E16DF35AC0F883C571F8244940B83E6E1D6EF35AC0800A655301254940,pole/52905,pole/52585,OSP:MESS:C640567,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/846317,01020000000200000058E57167B2F35AC008EC99E12325494040A3CFA2B2F35AC088E788C32C254940,pole/53087,pole/53812,OSP:MESS:C639892,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/159195,010200000002000000ACC0160F9DF35AC0589988D56425494050B81BCD9CF35AC0A84E4CF35B254940,pole/52242,pole/53877,OSP:MESS:C640034,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/635122,010200000002000000E8DDD8196AF35AC0E8E79FB06924494000F0DD536AF35AC07063B99372244940,pole/52682,pole/53040,OSP:MESS:C653759,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,HUNTG1,2021-10-05T15:46:31
oh_route/850461,010200000002000000B4FDD27205F35AC0F0A48DA90F234940F81D927305F35AC0D02D372F06234940,pole/54574,pole/52485,OSP:MESS:C653778,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/100203,0102000000020000005CB96728F1F35AC0A8B8276BBB24494040267E64F1F35AC05033C44EC4244940,pole/54223,pole/54462,OSP:MESS:C637290,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/152269,010200000002000000EC96EB3A02F25AC0487E7EFECC244940F8F1A64102F25AC0F0FABEE5D5244940,pole/54553,pole/54526,OSP:MESS:C645091,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/7540,010200000002000000D883F5F1C3F25AC018BB7A0BA7244940BC7C76B6C3F25AC0F0CFFF249E244940,pole/54470,pole/52288,OSP:MESS:C647311,MESSENGER,MESSENGER,IPL,,Poles,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/497567,010200000002000000ACA1805FD6F15AC098E99EAF38244940CC3A0BC4D0F15AC07899C9F33D244940,pole/52696,pole/52728,OSP:MESS:C658185,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/859119,0102000000020000002452F385CBF15AC0D8C4CC227A24494008092788CBF15AC0C81CDD0B83244940,pole/53340,pole/53924,OSP:MESS:C658346,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/256022,0102000000020000006C6E02C21DF35AC04882B69058234940B4C05ABF1DF35AC0D8DEA1A74F234940,pole/53073,pole/53030,OSP:MESS::8097748,MESSENGER,MESSENGER,IPL,,Aerial Copper,30.25019506,SASKTEL,,SWCRSK02,,,0,,,RAVAG1,2024-12-02T22:04:54
oh_route/602454,010200000002000000CC75299496F25AC010176CCF5E2549407CC6F29F8FF25AC0882FC7235F254940,pole/54515,pole/52443,OSP:MESS:C644561,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/497721,0102000000020000008C48ABBF1DF35AC06012B48ABD234940604D1BC41DF35AC078031EE8C6234940,pole/53639,pole/54149,OSP:MESS:C643406,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/508154,01020000000200000018D512C007F45AC0C0B46F5BCC2449407C9359FC07F45AC050B4A644D5244940,pole/52454,pole/52857,OSP:MESS:C638901,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/754190,0102000000020000008083C7FBD4F25AC0F8438BBD2E2349406833FDFBD4F25AC078DDEBA937234940,pole/54464,pole/52988,OSP:MESS:C651894,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/487552,010200000002000000A4E21A2D14F25AC01800DA5EE4234940C82F2F3214F25AC00095744BED234940,pole/54536,pole/52810,OSP:MESS:C655905,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,PALGS1,2019-01-18T03:18:12
oh_route/449036,010200000002000000A47F35464CF55AC070D9C6B18B244940B467C43C53F55AC0705160808B244940,pole/52876,pole/53734,OSP:MESS:C667744,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ESLIG1,2020-05-28T09:07:03
oh_route/582825,010200000002000000D029DCB30DEF5AC068DC21865C0E4940AC555FB60DEF5AC0103A1F73650E4940,pole/52547,pole/52840,OSP:MESS:C658607,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,WYMRSK02,,,,,,CHENR1,2022-05-02T05:39:49
oh_route/771877,01020000000200000080162BCDDAF35AC008115168B3244940D8544708DBF35AC0504F0C54BC244940,pole/54070,pole/52678,OSP:MESS:C637153,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/766497,01020000000200000034183EB070F35AC09081F35162254940C894F5EC70F35AC06839C43D6B254940,pole/54295,pole/53988,OSP:MESS:C640664,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/233956,010200000002000000C4315F4C9DF35AC0A87AA4C16D254940ACC0160F9DF35AC0589988D564254940,pole/53828,pole/52242,OSP:MESS::8091024,MESSENGER,MESSENGER,IPL,,Aerial Copper,30.30845512,SASKTEL,,SWCRSK02,,2014,0,,,RAVAG1,2024-11-18T23:58:53
oh_route/301712,010200000002000000FC7F133F23F25AC048B98733682349404CAA9C471CF25AC08091E12F68234940,pole/54484,pole/52502,OSP:MESS:C657061,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,ROOKP2,2023-03-23T14:38:59
oh_route/825731,010200000002000000EC531E7505F35AC088C1ED57212349409C5D937505F35AC078B9FD6918234940,pole/52674,pole/52659,OSP:MESS:C653843,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/478614,01020000000200000040267E64F1F35AC05033C44EC4244940CCBF3FA0F1F35AC0303DAE3BCD244940,pole/54462,pole/52531,OSP:MESS:C637291,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/320546,0102000000020000003447BBA9BFF15AC068FFAF19E4244940987816A3BFF15AC0A8E71E2BDB244940,pole/52465,pole/53305,OSP:MESS:C638866,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/714638,01020000000200000030A8363831F25AC000E6F23D68234940D013663F2AF25AC06832743D68234940,pole/52839,pole/52611,OSP:MESS:C657057,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/722593,01020000000200000020DBEF0C37F35AC0B8E37D24BE2349409C95170D37F35AC070DA2715C7234940,pole/53381,pole/53853,OSP:MESS:C643437,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/643880,0102000000020000008042AE1BC9F35AC01027FF1939254940FC88EF5CC9F35AC0F86B240942254940,pole/54075,pole/53691,OSP:MESS:C636861,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/534341,010200000002000000A894E3BDC6F35AC0F8EF7292DF244940FC2F9FF8C6F35AC0B8C21482E8244940,pole/53114,pole/54494,OSP:MESS:C636848,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/28960,010200000002000000B034A9CE4EF35AC000E2340571224940D883CC7252F35AC0E0B1276D69224940,pole/53016,pole/53757,OSP:MESS:C647987,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/498050,010200000002000000D039D7E1BCF25AC0980FB59818234940BC8015E2BCF25AC08061048A21234940,pole/53605,pole/53218,OSP:MESS::8097751,MESSENGER,MESSENGER,IPL,,Aerial Copper,30.35921402,SASKTEL,,SWCRSK02,,,0,,,ENAGV1,2024-11-19T03:23:34
oh_route/626222,010200000002000000F4E73A3EEEF25AC080971C5BB523494010EEBB40EEF25AC0F00AFE9DBE234940,pole/53152,pole/53068,OSP:MESS:C643245,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/648239,010200000004000000409CC3BF4CF25AC0A07E764B682349408CA53ADD4CF25AC090D10B2868234940A060F39553F25AC04892092D682349403CC7DDA653F25AC0607DFA4468234940,pole/54230,pole/54089,OSP:MESS::8119817,MESSENGER,MESSENGER,IPL,,Aerial Fiber,30.400000000000002,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-06T06:16:14
oh_route/33339,01020000000200000050833426EEF25AC0E81A3E0D0B234940484A9D27EEF25AC08007DFFE13234940,pole/54292,pole/52430,OSP:MESS:C651909,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/317799,010200000002000000B07DF69359F35AC0D01652E33D254940E052AE5359F35AC0F8ADCC8434254940,pole/53315,pole/54551,OSP:MESS:C640739,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/547738,01020000000200000090F875DD84F35AC0A8074D311825494088CD061A85F35AC0086B372221254940,pole/53965,pole/52773,OSP:MESS:C640250,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/624324,0102000000020000002C8084BCD9F35AC0A06FF2656624494038D8327ED9F35AC0E03EDF745D244940,pole/52514,pole/52269,OSP:MESS:C652525,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/546065,010200000002000000488786791AF35AC0D0E7345CBB254940C8A8EDB71AF35AC018FB544DC4254940,pole/54568,pole/53056,OSP:MESS:C644775,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/801126,0102000000020000002049043B02F25AC060507A07C1234940507D2B3502F25AC018A57F14B8234940,pole/52614,pole/54423,OSP:MESS::8118925,MESSENGER,MESSENGER,IPL,,Aerial Fiber,30.2,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-11-02T07:11:03
oh_route/604900,01020000000200000098ABE63902F25AC03013177DCE234940FCBED03A02F25AC028CDCA89C5234940,pole/53010,pole/53667,OSP:MESS::8118923,MESSENGER,MESSENGER,IPL,,Aerial Fiber,30.6,SASKTEL,,SWCRSK02,,2014,974757,,,THUND1,2023-10-31T23:04:32
oh_route/53945,010200000002000000D0AAD89086F35AC040A4EE5658254940A05E2DCD86F35AC000271B4961254940,pole/53500,pole/53635,OSP:MESS:C640263,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
oh_route/717931,010200000002000000D8E5CABCAFF35AC0604CA130BE244940002187F8AFF35AC0B0EB4323C7244940,pole/54538,pole/53839,OSP:MESS:C639880,MESSENGER,MESSENGER,IPL,,Aerial Copper,0.0,SASKTEL,,SWCRSK02,,,,,,,
