id,name
mywcom_route_junction/20796,SPJCT:SPJCT::7201754
st_struct_pedestal/66886,PED:SST:C213225
pole/40406,POL:PPOLE:C222955
st_struct_pedestal/66943,PED:JSPED:C165830
mywcom_route_junction/20828,SPJCT:SPJCT:C216962
st_struct_pedestal/67020,PED:JSPED:C213594
mywcom_route_junction/20866,PJCT:SPJCT::10260685
st_struct_pedestal/66818,PED:JTPED:C216938
st_struct_pedestal/66974,PED:SST::10798618
mywcom_route_junction/20876,SPJCT:SPJCT::8606890
st_struct_pedestal/67017,PED:SST:C188758
st_struct_pedestal/66936,PED:SST::7737434
building/48705,BUILD:BUS::11416552
building/48700,BUILD:BUS:C216579
anchors/9943,ANCH:JOINT:C17608
mywcom_route_junction/20881,PJCT:SPJCT::10594443
st_struct_pedestal/66948,PED:JSPED:C213057
building/48709,BUILD:MDU::13085656
pole/40480,POL:PPOLE:C227963
building/48701,BUILD:BUS:C217206
building/48693,BUILD:BUS:C197765
anchors/9942,ANCH:JOINT:C17518
st_struct_pedestal/66878,PED:SST::7737436
st_struct_pedestal/67000,PED:JSPED:C209410
building/48706,BUILD:BUS:C216977
mywcom_route_junction/20892,SPJCT:SPJCT:C214443
pole/40456,POL:PPOLE:C222987
pole/40446,POL:PPOLE:C224892
st_struct_pedestal/66989,PED:JSPED:C186104
mywcom_route_junction/20809,SPJCT:SPJCT:C209404
cabinet/2406,CAB:EC:C163548
st_struct_pedestal/66870,PED:JSPED:C211853
st_struct_pedestal/66885,PED:SST:C213926
cabinet/2410,CAB:JWIEX:C271967
st_struct_pedestal/66984,PED:JSPED:C212368
pole/40470,POL:PPOLE:C225130
st_struct_vault/2403,VAULT:MH-S:C184457
building/48697,BUILD:BUS:C264630
st_struct_pedestal/66821,PED:JSPED:C213550
st_struct_pedestal/67011,PED:JSPED:C224727
st_struct_pedestal/66822,PED:JSPED:C213214
pole/40397,POL:PPOLE:C224163
mywcom_route_junction/20849,SPJCT:SPJCT:C216621
anchors/9939,ANCH:JOINT:C17472
pole/40398,POL:PPOLE:C224241
st_struct_vault/2407,VAULT:MH-T:C184333
mywcom_route_junction/20878,SPJCT:SPJCT:C233863
st_struct_pedestal/66991,PED:SST::10500686
st_struct_pedestal/67001,PED:JSPED:C209271
st_struct_pedestal/66909,PED:JTPED:C224333
st_struct_pedestal/66953,PED:JSPED:C210119
mywcom_route_junction/20883,SPJCT:SPJCT:C213944
pole/40468,POL:PPOLE:C224222
st_struct_pedestal/66926,PED:JSPED:C186164
st_struct_pedestal/66935,PED:JSPED:C213438
pole/40439,POL:PPOLE:C224239
mywcom_route_junction/20879,SPJCT:SPJCT:C202552
st_struct_pedestal/66960,PED:SST::10261017
st_struct_pedestal/66975,PED:JSPED:C213004
st_struct_pedestal/66877,PED:SST::10797643
cabinet/2411,CAB:JWI:C228594
st_struct_pedestal/66873,PED:JSPED:C212343
building/48696,BUILD:BUS:C217187
mywcom_route_junction/20887,SPJCT:SPJCT:C224528
mywcom_route_junction/20816,PJCT:SPJCT::10305189
mywcom_route_junction/20834,SPJCT:SPJCT:C166202
mywcom_route_junction/20814,PJCT:SPJCT::10523084
mywcom_route_junction/20844,SPJCT:SPJCT:C213269
st_struct_pedestal/67032,PED:SST:C208940
st_struct_pedestal/66863,PED:JSPED:C214243
pole/40444,POL:PPOLE:C224735
pole/40436,POL:PPOLE:C225080
building/48691,BUILD:BUS:C216626
pole/40473,POL:PPOLE:C225309
pole/40450,POL:PPOLE:C224181
anchors/9938,ANCH:JOINT:C17452
pole/40427,POL:PPOLE:C223063
cabinet/2413,CAB:FC::12720212
mywcom_route_junction/20837,PJCT:SPJCT::10261014
pole/40464,POL:PPOLE:C224913
st_struct_pedestal/66889,PED:JSPED:C213655
mywcom_route_junction/20830,SPJCT:SPJCT:C216239
st_struct_pedestal/66976,PED:JSPED:C211760
st_struct_pedestal/66994,PED:JSPED:C214271
st_struct_pedestal/66869,PED:JSPED:C209815
st_struct_pedestal/67005,PED:JTPED:C211868
st_struct_pedestal/66997,PED:SST::7814874
st_struct_pedestal/67026,PED:SST::10615247
st_struct_pedestal/66987,PED:JTPED:C186183
mywcom_route_junction/20829,SPJCT:SPJCT:C211904
anchors/9954,ANCH:CO:C17655
st_struct_vault/2406,CLOSR:PLBX::10984843
st_struct_pedestal/66881,PED:JSPED:C213053
mywcom_route_junction/20800,PJCT:SPJCT::10261650
st_struct_pedestal/66969,PED:SST:C185583
st_struct_pedestal/66887,PED:JLAPD:C216895
st_struct_pedestal/66921,PED:SST:C165827
building/48686,BUILD:BUS:C216986
pole/40408,POL:PPOLE:C225074
mywcom_route_junction/20805,SPJCT:SPJCT:C213416
anchors/9934,ANCH:CO:C17610
