id,name
building/50066,BUILD:SDU:C538024
st_struct_vault/2445,VAULT:MH-S:C530991
mywcom_route_junction/21849,SPJCT:SPJCT:C538008
st_struct_pedestal/67596,PED:CPM:C528219
pole/40583,POL:PPOLE:C526587
st_struct_pedestal/69917,PED:SST::10612372
mywcom_route_junction/21896,SPJCT:SPJCT::7903837
st_struct_pedestal/70390,PED:CPM:C550246
st_struct_pedestal/70309,PED:CPM:C539823
st_struct_pedestal/67155,PED:CPM:C535866
pole/40756,POL:PPOLE:C535762
pole/40514,POL:PPOLE:C537038
anchors/10099,ANCH:CO:C47688
st_struct_pedestal/68040,PED:SST:C533434
pole/42043,POL:PPOLE:C537050
st_struct_pedestal/67241,PED:CPM:C542736
st_struct_pedestal/68709,PED:CPM:C526797
pole/40673,POL:PPOLE:C531993
st_struct_foreign_crossings/3138,FCROS:PLX:C53133
mywcom_route_junction/21695,SPJCT:SPJCT::8344492
pole/41539,POL:PPOLE:C523806
building/51138,BUILD:BUS::12669322
st_struct_pedestal/70829,PED:CPM:C538078
st_struct_pedestal/67650,PED:CPM:C531435
st_struct_pedestal/69661,PED:JSPED::9617168
st_struct_pedestal/69023,PED:SST:C538642
st_struct_vault/2450,VAULT:MH-S:C532710
st_struct_pedestal/68233,PED:CPM:C572924
building/51370,BUILD:BUS:C544146
building/50156,BUILD:MDU::9076027
pole/42344,POL:PPOLE:C534586
pole/40987,POL:PPOLE:C532403
st_struct_pedestal/68178,PED:JSPED:C534374
st_struct_pedestal/70510,PED:SST::12652046
st_struct_foreign_crossings/3229,FCROS:RRX:C47666
st_struct_pedestal/67872,PED:JSPED:C528450
st_struct_pedestal/69006,PED:CPM:C537302
building/51420,BUILD:SDU:C534511
pole/42007,POL:PPOLE::9903261
pole/41148,POL:PPOLE:C523294
cabinet/2447,CAB:EC::7401770
pole/40537,POL:PPOLE:C549904
anchors/9978,ANCH:JOINT::7037415
st_struct_pedestal/68877,PED:SST:C544713
pole/40483,POL:PPOLE:C529871
st_struct_pedestal/69303,PED:JSPED::10669718
st_struct_pedestal/68449,PED:SST:C529272
pole/42431,POL:PPOLE:C547799
building/50132,BUILD:SDU:C537310
st_struct_pedestal/68742,PED:CPM:C538061
mywcom_route_junction/20907,SPJCT:SPJCT::8249450
pole/41958,POL:PPOLE:C523664
pole/42708,POL:PPOLE:C533598
pole/42409,POL:PPOLE:C523820
anchors/10403,ANCH:CO:C47943
st_struct_pedestal/70094,PED:SST:C541933
st_struct_pedestal/68634,PED:SST::8179357
building/50041,BUILD:BUS:C572795
mywcom_route_junction/21161,SPJCT:SPJCT:C538920
st_struct_pedestal/68762,PED:JSPED::8978743
building/50626,BUILD:SDU:C527464
pole/41851,POL:PPOLE:C547459
st_struct_pedestal/69812,PED:CPM:C537795
building/51183,BUILD:SDU:C541196
mywcom_route_junction/21054,SPJCT:SPJCT::8391854
st_struct_pedestal/70023,PED:SST:C534354
st_struct_pedestal/67251,PED:SST::12088206
pole/41936,POL:PPOLE:C529824
st_struct_pedestal/67839,PED:SST::9604075
st_struct_buried_splice_location/2667,CLOSR:BSCLS:C548200
building/49541,BUILD:BUS:C532937
building/49878,BUILD:BUS:C535567
st_struct_pedestal/70041,PED:CPM:C527725
pole/40916,POL:PPOLE:C523986
st_struct_pedestal/68009,PED:CPM:C546170
building/51124,BUILD:SDU:C549781
st_struct_pedestal/68403,PED:JSPED::8978776
pole/42032,POL:PPOLE:C532507
st_struct_pedestal/67960,PED:CPM:C527399
st_struct_pedestal/69258,PED:SST:C527513
st_struct_pedestal/69559,PED:JSPED:C530843
pole/40758,POL:PPOLE::10619777
st_struct_pedestal/67699,PED:SST::9741005
st_struct_buried_splice_location/2695,CLOSR:BSCLS::13005645
st_struct_foreign_crossings/3232,FCROS:PLX:C48533
building/50719,BUILD:SDU:C536862
st_struct_buried_splice_location/2633,CLOSR:BSCLS:C540476
building/50377,BUILD:SDU:C533347
pole/40790,POL:PPOLE:C535740
st_struct_pedestal/70013,PED:JSPED:C539636
pole/42735,POL:PPOLE:C531259
st_struct_pedestal/67707,PED:SST:C572030
mywcom_route_junction/21472,SPJCT:SPJCT:C529685
pole/41873,POL:PPOLE:C540822
building/50604,BUILD:SDU:C537807
st_struct_pedestal/67427,PED:CPM:C536460
st_struct_pedestal/67535,PED:CPM:C533141
building/51322,BUILD:BUS:C571098
st_struct_pedestal/70793,PED:SST::10681182
pole/42189,POL:PPOLE:C539178
mywcom_route_junction/20978,SPJCT:SPJCT::13132699
pole/41666,POL:PPOLE:C523615
building/51358,BUILD:SDU:C541266
building/49118,BUILD:MDU::9061290
building/51084,BUILD:SDU::8722810
building/51069,BUILD:SDU:C536793
